Month Year,LGA Region,Approved Sites,Operational Sites,Approved EGMs,Operational EGMs,Metered Win
Apr-05,GOONDIWINDI,11,11,187,179,431605.96
Apr-05,GYMPIE,23,21,365,354,1016217.44
Apr-05,HINCHINBROOK,8,7,95,83,222996.53
Apr-05,IPSWICH,40,40,1356,1240,4936090.63
Apr-05,ISAAC,17,17,234,233,686863.95
Apr-05,LIVINGSTONE,14,13,284,274,667658.77
Apr-05,LOCKYER VALLEY,18,18,269,269,707492.36
Apr-05,LOGAN,42,40,1833,1768,9430260.32
Apr-05,LONGREACH,6,6,84,79,87909.55
Apr-05,MACKAY,47,45,1303,1273,4093920.2
Apr-05,MARANOA,8,8,127,127,204578.62
Apr-05,MAREEBA,7,7,186,186,450610.02
Apr-05,MCKINLAY,2,2,21,21,
Apr-05,MORETON BAY,63,62,2802,2598,11026459.31
Apr-05,MOUNT ISA,9,8,506,471,1452861.48
Apr-05,MURWEH,8,8,76,76,133006.12
Apr-05,NOOSA,20,20,557,557,1988127.66
Apr-05,NORTH BURNETT,11,11,112,103,226695.96
Apr-05,PAROO,2,2,25,25,
Apr-05,QUILPIE,1,1,5,5,
Apr-05,REDLAND,28,28,1164,1151,4458822.47
Apr-05,RICHMOND,2,1,8,8,
Apr-05,ROCKHAMPTON,42,41,991,977,2873861.09
Apr-05,SCENIC RIM,21,20,236,236,543517.95
Apr-05,SOMERSET,14,13,142,130,365536.53
Apr-05,SOUTH BURNETT,21,21,333,331,869567.58
Apr-05,SOUTHERN DOWNS,23,22,412,406,916315.83
Apr-05,SUNSHINE COAST,77,75,2845,2540,8804381.73
Apr-05,TABLELANDS,7,6,169,129,352711.99
Apr-05,TOOWOOMBA,58,58,1429,1375,3920990.58
Apr-05,TORRES,4,4,83,78,
Apr-05,TOWNSVILLE,51,50,1410,1379,4966016.94
Apr-05,WEIPA,3,3,51,43,
Apr-05,WESTERN DOWNS,25,24,374,361,645262.03
Apr-05,WHITSUNDAY,26,26,492,492,1446519.41
Apr-05,WINTON,4,4,39,39,
May-05,BALONNE,6,6,79,79,139163.26
May-05,BANANA,12,11,185,179,323471.02
May-05,BARCALDINE,3,3,28,28,
May-05,BLACKALL TAMBO,3,3,26,26,
May-05,BRISBANE,243,234,8959,8647,31614191.13
May-05,BUNDABERG,43,41,1074,982,3362958.11
May-05,BURDEKIN,8,8,185,185,498315.22
May-05,CAIRNS,44,43,1549,1523,4449254.91
May-05,CARPENTARIA,2,2,36,36,
May-05,CASSOWARY COAST,17,16,343,339,830415.64
May-05,CENTRAL HIGHLANDS,20,20,412,400,1190662.17
May-05,CHARTERS TOWERS,10,10,178,178,263455.07
May-05,CLONCURRY,6,6,77,77,146354.36
May-05,COOK,3,3,25,25,
May-05,DOUGLAS,11,11,155,151,448388.89
May-05,FLINDERS,2,2,34,28,
May-05,FRASER COAST,40,40,1161,1147,3771612.05
May-05,GLADSTONE,23,22,572,531,1745880.52
May-05,GOLD COAST,131,128,5296,5148,21050794.47
May-05,GOONDIWINDI,11,11,187,179,429983.75
May-05,GYMPIE,23,21,365,354,1000653.45
May-05,HINCHINBROOK,8,7,89,81,239522.33
May-05,IPSWICH,40,40,1356,1246,4828325.9
May-05,ISAAC,17,17,234,234,700701.38
May-05,LIVINGSTONE,14,13,284,274,744584.35
May-05,LOCKYER VALLEY,18,18,269,269,725350.97
May-05,LOGAN,42,40,1833,1779,9272216.88
May-05,LONGREACH,6,6,84,79,94174.54
May-05,MACKAY,47,45,1303,1283,4134274.9
May-05,MARANOA,8,8,127,127,234007.68
May-05,MAREEBA,7,7,186,186,437852.7
May-05,MCKINLAY,2,2,21,21,
May-05,MORETON BAY,63,61,2802,2595,11033189.05
May-05,MOUNT ISA,9,8,506,471,1425835.59
May-05,MURWEH,8,8,76,76,130522.11
May-05,NOOSA,20,20,557,557,2015401.1
May-05,NORTH BURNETT,11,11,112,103,226645.42
May-05,PAROO,2,2,25,25,
May-05,QUILPIE,1,1,5,5,
May-05,REDLAND,28,28,1164,1151,4375874.88
May-05,RICHMOND,2,1,8,8,
May-05,ROCKHAMPTON,42,41,991,980,2867348.91
May-05,SCENIC RIM,21,20,236,236,539124.78
May-05,SOMERSET,14,13,142,130,378797.49
May-05,SOUTH BURNETT,21,21,333,333,913175.1
May-05,SOUTHERN DOWNS,23,22,412,406,883431.79
May-05,SUNSHINE COAST,77,75,2845,2604,8737137.31
May-05,TABLELANDS,7,6,169,129,319183.79
May-05,TOOWOOMBA,58,58,1429,1388,3849925.04
May-05,TORRES,4,4,83,78,
May-05,TOWNSVILLE,51,50,1410,1379,5060183.58
May-05,WEIPA,3,3,51,51,
May-05,WESTERN DOWNS,25,24,374,361,638810.73
May-05,WHITSUNDAY,26,26,492,492,1421076.1
May-05,WINTON,4,4,39,39,
Jun-05,BALONNE,6,6,79,79,141452.52
Jun-05,BANANA,12,11,175,169,312933.48
Jun-05,BARCALDINE,3,3,28,28,
Jun-05,BLACKALL TAMBO,3,3,26,26,
Jun-05,BRISBANE,242,235,8943,8680,32130995.88
Jun-05,BUNDABERG,42,41,1071,981,3446492.02
Jun-05,BURDEKIN,8,8,185,185,506468.44
Jun-05,CAIRNS,44,43,1549,1523,4507824.26
Jun-05,CARPENTARIA,2,2,36,36,
Jun-05,CASSOWARY COAST,17,16,343,339,911717.88
Jun-05,CENTRAL HIGHLANDS,20,20,412,411,1324227.87
Jun-05,CHARTERS TOWERS,10,10,178,178,292310.69
Jun-05,CLONCURRY,6,6,77,77,161368.29
Jun-05,COOK,3,3,25,25,
Jun-05,DOUGLAS,11,11,155,155,455751.24
Jun-05,FLINDERS,2,2,34,28,
Jun-05,FRASER COAST,40,40,1165,1156,3945498.83
Jun-05,GLADSTONE,22,22,548,531,1845824.3
Jun-05,GOLD COAST,131,129,5296,5173,20860762.64
Jun-05,GOONDIWINDI,11,11,187,179,402883.01
Jun-05,GYMPIE,23,21,365,357,962852.77
Jun-05,HINCHINBROOK,8,7,95,83,220567.2
Jun-05,IPSWICH,40,40,1354,1234,5075874.31
Jun-05,ISAAC,17,17,231,231,732340.64
Jun-05,LIVINGSTONE,14,13,284,278,754365.38
Jun-05,LOCKYER VALLEY,18,18,269,269,742160.57
Jun-05,LOGAN,42,40,1842,1779,9493564.24
Jun-05,LONGREACH,6,6,84,79,102040.14
Jun-05,MACKAY,47,45,1303,1278,4365137.07
Jun-05,MARANOA,8,8,127,127,247028.99
Jun-05,MAREEBA,7,7,186,186,453967.92
Jun-05,MCKINLAY,2,2,21,21,
Jun-05,MORETON BAY,65,61,2871,2595,11308600.72
Jun-05,MOUNT ISA,9,8,506,470,1500631.7
Jun-05,MURWEH,8,8,76,76,133000.97
Jun-05,NOOSA,20,20,557,557,1999149.67
Jun-05,NORTH BURNETT,11,11,111,102,277161.13
Jun-05,PAROO,2,2,25,25,
Jun-05,QUILPIE,1,1,5,5,
Jun-05,REDLAND,28,28,1024,1156,4488349.79
Jun-05,RICHMOND,2,1,8,8,
Jun-05,ROCKHAMPTON,41,40,964,964,3148353.8
Jun-05,SCENIC RIM,20,20,232,232,559092.55
Jun-05,SOMERSET,14,13,142,130,413747.51
Jun-05,SOUTH BURNETT,21,21,333,333,955920.03
Jun-05,SOUTHERN DOWNS,22,22,412,406,911000.72
Jun-05,SUNSHINE COAST,77,75,2860,2627,8961614.43
Jun-05,TABLELANDS,7,6,169,129,328870.66
Jun-05,TOOWOOMBA,58,58,1429,1388,3970642.26
Jun-05,TORRES,4,4,83,78,
Jun-05,TOWNSVILLE,51,50,1410,1379,5124199.05
Jun-05,WEIPA,3,3,51,51,
Jun-05,WESTERN DOWNS,25,24,374,361,668278.92
Jun-05,WHITSUNDAY,26,26,494,492,1527750.33
Jun-05,WINTON,4,4,39,39,
Jul-05,BALONNE,7,6,98,79,168996.81
Jul-05,BANANA,12,11,175,169,340580.76
Jul-05,BARCALDINE,3,3,28,28,
Jul-05,BLACKALL TAMBO,3,3,26,26,
Jul-05,BRISBANE,241,233,8933,8646,34355559.48
Jul-05,BUNDABERG,42,41,1071,976,3694357.15
Jul-05,BURDEKIN,8,8,185,185,553978.42
Jul-05,CAIRNS,44,41,1559,1508,5286472.78
Jul-05,CARPENTARIA,2,2,36,36,
Jul-05,CASSOWARY COAST,17,16,348,339,1067663
Jul-05,CENTRAL HIGHLANDS,20,20,412,412,1372891.89
Jul-05,CHARTERS TOWERS,10,10,178,178,316099.05
Jul-05,CLONCURRY,6,6,77,77,187163.54
Jul-05,COOK,3,3,25,25,
Jul-05,DOUGLAS,11,11,155,155,558023.75
Jul-05,FLINDERS,2,2,34,28,
Jul-05,FRASER COAST,40,40,1165,1156,4297403.19
Jul-05,GLADSTONE,22,22,562,531,1937872
Jul-05,GOLD COAST,133,129,5336,5172,22534345.49
Jul-05,GOONDIWINDI,11,11,187,179,448842.71
Jul-05,GYMPIE,23,21,365,357,986355.34
Jul-05,HINCHINBROOK,8,7,95,83,272912.06
Jul-05,IPSWICH,40,40,1354,1244,5382841.77
Jul-05,ISAAC,17,17,231,231,762520.79
Jul-05,LIVINGSTONE,14,14,284,280,832189.48
Jul-05,LOCKYER VALLEY,18,18,269,269,837315.39
Jul-05,LOGAN,42,41,1842,1816,10354755.5
Jul-05,LONGREACH,6,6,84,79,121880.4
Jul-05,MACKAY,47,45,1303,1279,4655002.05
Jul-05,MARANOA,8,8,127,127,264920.21
Jul-05,MAREEBA,7,7,186,186,517772.56
Jul-05,MCKINLAY,2,2,21,21,
Jul-05,MORETON BAY,65,62,2875,2640,12292864.21
Jul-05,MOUNT ISA,9,8,506,471,1746266.47
Jul-05,MURWEH,8,8,76,76,145789.97
Jul-05,NOOSA,20,20,562,557,2103905.96
Jul-05,NORTH BURNETT,11,11,111,102,272757.32
Jul-05,PAROO,2,2,25,25,
Jul-05,QUILPIE,1,1,5,5,
Jul-05,REDLAND,29,28,1176,1164,4708308.65
Jul-05,RICHMOND,2,1,8,8,
Jul-05,ROCKHAMPTON,40,40,980,964,3489932.9
Jul-05,SCENIC RIM,20,20,232,232,612522.27
Jul-05,SOMERSET,14,13,142,130,416752.93
Jul-05,SOUTH BURNETT,21,21,333,333,1003787.9
Jul-05,SOUTHERN DOWNS,22,22,412,406,943693.95
Jul-05,SUNSHINE COAST,77,75,2860,2669,9677547.2
Jul-05,TABLELANDS,8,6,169,129,379780.58
Jul-05,TOOWOOMBA,58,58,1429,1392,4400172.59
Jul-05,TORRES,4,4,83,78,
Jul-05,TOWNSVILLE,51,50,1411,1389,6025777.8
Jul-05,WEIPA,3,3,51,51,
Jul-05,WESTERN DOWNS,25,24,374,361,703959.9
Jul-05,WHITSUNDAY,26,26,494,487,1784288.34
Jul-05,WINTON,4,4,39,39,
Aug-05,BALONNE,7,6,98,79,170765.64
Aug-05,BANANA,12,11,185,169,376723.03
Aug-05,BARCALDINE,3,3,28,28,
Aug-05,BLACKALL TAMBO,3,3,26,26,
Aug-05,BRISBANE,240,233,8992,8685,35102432.44
Aug-05,BUNDABERG,42,41,1071,982,3818429.34
Aug-05,BURDEKIN,8,8,185,185,584090.54
Aug-05,CAIRNS,44,41,1554,1512,5659812.92
Aug-05,CARPENTARIA,2,2,44,36,
Aug-05,CASSOWARY COAST,17,16,354,339,1122009.64
Aug-05,CENTRAL HIGHLANDS,20,20,412,412,1451566.84
Aug-05,CHARTERS TOWERS,10,10,178,178,387583.41
Aug-05,CLONCURRY,6,6,77,77,199767.69
Aug-05,COOK,3,3,25,25,
Aug-05,DOUGLAS,11,11,155,155,563971.99
Aug-05,FLINDERS,2,2,28,28,
Aug-05,FRASER COAST,40,40,1165,1160,4234329.12
Aug-05,GLADSTONE,22,22,562,531,2093230.78
Aug-05,GOLD COAST,133,129,5331,5183,23255292.23
Aug-05,GOONDIWINDI,11,11,187,179,432068.05
Aug-05,GYMPIE,22,20,357,353,1063703.78
Aug-05,HINCHINBROOK,8,7,95,83,282334.5
Aug-05,IPSWICH,40,40,1354,1244,5680286.86
Aug-05,ISAAC,17,17,231,231,836946.95
Aug-05,LIVINGSTONE,14,14,292,280,929044.61
Aug-05,LOCKYER VALLEY,18,18,269,269,856035.73
Aug-05,LOGAN,42,41,1842,1816,10875248.07
Aug-05,LONGREACH,6,6,79,79,130028.91
Aug-05,MACKAY,47,45,1303,1279,4917040.65
Aug-05,MARANOA,8,8,127,127,293044.35
Aug-05,MAREEBA,7,7,186,186,556277.34
Aug-05,MCKINLAY,2,2,21,21,
Aug-05,MORETON BAY,65,62,2875,2768,12428131.44
Aug-05,MOUNT ISA,9,8,506,471,1829522.56
Aug-05,MURWEH,8,8,76,76,150933.06
Aug-05,NOOSA,20,20,562,557,2192924.9
Aug-05,NORTH BURNETT,11,11,111,102,268972.18
Aug-05,PAROO,2,2,25,25,
Aug-05,QUILPIE,1,1,5,5,
Aug-05,REDLAND,29,29,1176,1176,4795730.92
Aug-05,RICHMOND,2,1,8,8,
Aug-05,ROCKHAMPTON,40,40,980,963,3517971.47
Aug-05,SCENIC RIM,20,20,232,232,619968.53
Aug-05,SOMERSET,14,13,142,130,431051.02
Aug-05,SOUTH BURNETT,21,21,333,333,1070897.41
Aug-05,SOUTHERN DOWNS,22,22,417,406,958730.19
Aug-05,SUNSHINE COAST,77,75,2873,2652,9950689.92
Aug-05,TABLELANDS,8,6,190,129,398427.04
Aug-05,TOOWOOMBA,58,58,1429,1392,4498705.68
Aug-05,TORRES,4,4,83,83,
Aug-05,TOWNSVILLE,51,49,1411,1375,6411786
Aug-05,WEIPA,3,3,51,51,
Aug-05,WESTERN DOWNS,25,24,370,361,734436.14
Aug-05,WHITSUNDAY,26,26,494,492,1895615.74
Aug-05,WINTON,4,4,39,39,
Sep-05,BALONNE,7,6,98,79,149216.6
Sep-05,BANANA,12,11,185,169,371714.27
Sep-05,BARCALDINE,3,3,28,28,
Sep-05,BLACKALL TAMBO,3,3,26,26,
Sep-05,BRISBANE,240,229,9009,8533,33893176.78
Sep-05,BUNDABERG,42,41,1071,982,3444065.54
Sep-05,BURDEKIN,8,8,185,185,564293.14
Sep-05,CAIRNS,44,41,1572,1512,4958000.3
Sep-05,CARPENTARIA,2,2,44,36,
Sep-05,CASSOWARY COAST,17,16,354,344,981371.47
Sep-05,CENTRAL HIGHLANDS,20,20,412,412,1410867.34
Sep-05,CHARTERS TOWERS,10,10,178,178,349158.4
Sep-05,CLONCURRY,6,6,77,77,185412.14
Sep-05,COOK,3,3,25,25,
Sep-05,DOUGLAS,11,11,155,155,555822.93
Sep-05,FLINDERS,2,2,28,28,
Sep-05,FRASER COAST,40,39,1165,1147,3990150.8
Sep-05,GLADSTONE,22,22,562,531,2012983.28
Sep-05,GOLD COAST,134,129,5354,5180,22155354.75
Sep-05,GOONDIWINDI,11,11,187,179,444112.51
Sep-05,GYMPIE,22,20,357,353,1003186.8
Sep-05,HINCHINBROOK,8,7,95,83,251888.75
Sep-05,IPSWICH,41,40,1378,1244,5254559.95
Sep-05,ISAAC,17,17,246,231,823526.7
Sep-05,LIVINGSTONE,14,14,292,280,866327.28
Sep-05,LOCKYER VALLEY,18,18,269,269,781366.01
Sep-05,LOGAN,42,41,1842,1821,10436211.53
Sep-05,LONGREACH,6,6,79,79,109597.93
Sep-05,MACKAY,47,45,1303,1283,4569736.2
Sep-05,MARANOA,8,8,127,127,236319.44
Sep-05,MAREEBA,7,7,186,187,495234.65
Sep-05,MCKINLAY,2,2,21,21,
Sep-05,MORETON BAY,65,62,2893,2779,11786079.72
Sep-05,MOUNT ISA,9,8,506,471,1637406.76
Sep-05,MURWEH,8,8,76,76,142242.35
Sep-05,NOOSA,20,20,562,557,2037417.48
Sep-05,NORTH BURNETT,11,10,109,109,253871.89
Sep-05,PAROO,2,2,25,25,
Sep-05,QUILPIE,1,1,5,5,
Sep-05,REDLAND,29,29,1176,1176,4685047.48
Sep-05,RICHMOND,2,1,8,8,
Sep-05,ROCKHAMPTON,40,40,990,980,3388633.39
Sep-05,SCENIC RIM,20,20,232,232,588921.05
Sep-05,SOMERSET,15,13,149,130,375008.27
Sep-05,SOUTH BURNETT,21,21,333,333,980933.33
Sep-05,SOUTHERN DOWNS,22,22,417,406,883055.37
Sep-05,SUNSHINE COAST,77,75,2873,2663,9076504.88
Sep-05,TABLELANDS,8,6,190,129,336172.9
Sep-05,TOOWOOMBA,58,58,1428,1392,4368494.27
Sep-05,TORRES,4,4,83,83,
Sep-05,TOWNSVILLE,51,49,1422,1351,5882039.34
Sep-05,WEIPA,3,3,51,51,
Sep-05,WESTERN DOWNS,25,24,371,361,725878.73
Sep-05,WHITSUNDAY,26,26,494,492,1842510.94
Sep-05,WINTON,4,4,39,39,
Oct-05,BALONNE,7,6,98,79,145504.65
Oct-05,BANANA,12,11,185,169,358134.72
Oct-05,BARCALDINE,3,3,28,28,
Oct-05,BLACKALL TAMBO,3,3,26,26,
Oct-05,BRISBANE,240,231,9048,8584,33394973.78
Oct-05,BUNDABERG,42,41,1071,1041,3445112.14
Oct-05,BURDEKIN,8,8,185,185,491439.76
Oct-05,CAIRNS,44,41,1590,1508,4755677.3
Oct-05,CARPENTARIA,2,2,44,36,
Oct-05,CASSOWARY COAST,17,16,354,344,908407.05
Oct-05,CENTRAL HIGHLANDS,20,20,412,412,1325848.84
Oct-05,CHARTERS TOWERS,10,10,178,178,335561.47
Oct-05,CLONCURRY,6,6,77,77,175776.86
Oct-05,COOK,3,3,25,25,
Oct-05,DOUGLAS,11,11,155,155,569409.2
Oct-05,FLINDERS,2,2,28,28,
Oct-05,FRASER COAST,40,39,1165,1156,3999600.65
Oct-05,GLADSTONE,22,22,562,536,1837208.29
Oct-05,GOLD COAST,134,129,5368,5180,22346704.51
Oct-05,GOONDIWINDI,11,10,187,167,422622.75
Oct-05,GYMPIE,22,20,357,353,986536.42
Oct-05,HINCHINBROOK,8,7,95,83,243574.99
Oct-05,IPSWICH,41,40,1378,1239,5083902.48
Oct-05,ISAAC,17,17,246,231,816862.77
Oct-05,LIVINGSTONE,14,14,292,280,787342.05
Oct-05,LOCKYER VALLEY,18,18,269,269,772636.44
Oct-05,LOGAN,42,41,1841,1821,10192539.86
Oct-05,LONGREACH,6,6,79,79,113006.7
Oct-05,MACKAY,47,45,1332,1283,4599904.97
Oct-05,MARANOA,8,8,127,127,263448.27
Oct-05,MAREEBA,7,7,186,186,470065.99
Oct-05,MCKINLAY,2,2,21,21,
Oct-05,MORETON BAY,65,62,2952,2803,12026426.43
Oct-05,MOUNT ISA,9,8,506,471,1718182.1
Oct-05,MURWEH,8,8,76,76,149711.1
Oct-05,NOOSA,20,20,567,557,2132266.28
Oct-05,NORTH BURNETT,11,10,109,109,228881.39
Oct-05,PAROO,2,2,25,25,
Oct-05,QUILPIE,1,1,5,5,
Oct-05,REDLAND,29,29,1176,1176,4600201.53
Oct-05,RICHMOND,2,1,8,8,
Oct-05,ROCKHAMPTON,40,39,990,964,3249107.27
Oct-05,SCENIC RIM,20,20,232,232,568483.33
Oct-05,SOMERSET,15,13,149,130,402920.77
Oct-05,SOUTH BURNETT,21,21,333,333,958289.15
Oct-05,SOUTHERN DOWNS,22,22,417,406,919510.7
Oct-05,SUNSHINE COAST,77,75,2873,2666,9505568.2
Oct-05,TABLELANDS,8,6,190,129,321431.88
Oct-05,TOOWOOMBA,58,57,1430,1392,4221807.99
Oct-05,TORRES,4,4,83,83,
Oct-05,TOWNSVILLE,51,49,1417,1351,5706184.66
Oct-05,WEIPA,3,3,51,51,
Oct-05,WESTERN DOWNS,25,24,371,361,729337.2
Oct-05,WHITSUNDAY,26,25,494,482,1828833.49
Oct-05,WINTON,4,4,39,39,
Nov-05,BALONNE,7,6,98,79,164561.48
Nov-05,BANANA,12,11,185,172,342685.69
Nov-05,BARCALDINE,3,3,28,28,
Nov-05,BLACKALL TAMBO,3,3,26,26,
Nov-05,BRISBANE,239,231,9025,8592,32776868.73
Nov-05,BUNDABERG,42,41,1071,1043,3398643.2
Nov-05,BURDEKIN,8,8,185,185,473843.71
Nov-05,CAIRNS,44,41,1588,1520,4570170.83
Nov-05,CARPENTARIA,2,2,44,36,
Nov-05,CASSOWARY COAST,17,16,354,343,925188.4
Nov-05,CENTRAL HIGHLANDS,20,20,412,412,1350037.53
Nov-05,CHARTERS TOWERS,10,10,178,178,351404.08
Nov-05,CLONCURRY,6,6,77,77,177318.68
Nov-05,COOK,3,3,25,25,
Nov-05,DOUGLAS,11,11,155,155,466479.07
Nov-05,FLINDERS,2,2,28,28,
Nov-05,FRASER COAST,39,39,1148,1148,3802925.23
Nov-05,GLADSTONE,22,22,562,535,1803139.38
Nov-05,GOLD COAST,134,129,5393,5189,21086266.16
Nov-05,GOONDIWINDI,11,10,187,167,382303.04
Nov-05,GYMPIE,22,20,357,353,953698.29
Nov-05,HINCHINBROOK,8,7,95,83,247725
Nov-05,IPSWICH,41,40,1378,1239,4972783.94
Nov-05,ISAAC,17,17,246,231,735420.36
Nov-05,LIVINGSTONE,14,14,292,280,744575.45
Nov-05,LOCKYER VALLEY,18,18,269,269,771004.96
Nov-05,LOGAN,42,41,1841,1820,9770075.63
Nov-05,LONGREACH,6,6,79,79,86492.31
Nov-05,MACKAY,47,45,1332,1283,4549453.12
Nov-05,MARANOA,8,8,127,127,233427.87
Nov-05,MAREEBA,7,7,186,186,440578
Nov-05,MCKINLAY,2,2,21,21,
Nov-05,MORETON BAY,65,62,2952,2808,11375466.91
Nov-05,MOUNT ISA,9,9,506,506,1629981.39
Nov-05,MURWEH,8,8,76,76,138287.45
Nov-05,NOOSA,20,20,567,559,1920474.86
Nov-05,NORTH BURNETT,10,10,109,109,207965.38
Nov-05,PAROO,2,2,25,25,
Nov-05,QUILPIE,1,1,5,5,
Nov-05,REDLAND,29,29,1176,1176,4495735.86
Nov-05,RICHMOND,2,1,8,8,
Nov-05,ROCKHAMPTON,40,39,990,964,3322140.17
Nov-05,SCENIC RIM,20,20,232,232,564848.18
Nov-05,SOMERSET,15,12,144,125,326335.07
Nov-05,SOUTH BURNETT,21,21,333,333,931878.4
Nov-05,SOUTHERN DOWNS,22,21,417,372,895029.95
Nov-05,SUNSHINE COAST,77,75,2873,2671,9002136.46
Nov-05,TABLELANDS,8,6,190,129,313093.58
Nov-05,TOOWOOMBA,58,56,1427,1386,4065545.72
Nov-05,TORRES,4,4,83,78,
Nov-05,TOWNSVILLE,50,49,1417,1367,5806238.35
Nov-05,WEIPA,3,3,51,51,
Nov-05,WESTERN DOWNS,25,24,371,361,738940.13
Nov-05,WHITSUNDAY,26,25,494,484,1565750.69
Nov-05,WINTON,4,4,39,39,
Dec-05,BALONNE,7,6,98,79,190902.26
Dec-05,BANANA,12,11,185,179,395657.64
Dec-05,BARCALDINE,3,3,28,28,
Dec-05,BLACKALL TAMBO,3,3,26,26,
Dec-05,BRISBANE,238,231,9029,8686,34097841.53
Dec-05,BUNDABERG,42,41,1071,1043,3621656.02
Dec-05,BURDEKIN,8,8,185,185,578742.69
Dec-05,CAIRNS,43,41,1577,1521,4836986.42
Dec-05,CARPENTARIA,2,2,44,36,
Dec-05,CASSOWARY COAST,17,16,354,344,957656.73
Dec-05,CENTRAL HIGHLANDS,20,20,412,412,1301087.3
Dec-05,CHARTERS TOWERS,10,10,178,178,363861.84
Dec-05,CLONCURRY,6,6,77,77,163009.17
Dec-05,COOK,3,3,25,25,
Dec-05,DOUGLAS,11,11,155,155,438421.48
Dec-05,FLINDERS,2,2,28,28,
Dec-05,FRASER COAST,39,39,1174,1148,4062569.11
Dec-05,GLADSTONE,22,22,566,545,1919557.08
Dec-05,GOLD COAST,134,129,5438,5182,21396436.26
Dec-05,GOONDIWINDI,11,10,187,169,479383.15
Dec-05,GYMPIE,22,20,357,353,946097.07
Dec-05,HINCHINBROOK,8,7,95,83,239103.03
Dec-05,IPSWICH,41,40,1378,1348,5364364.29
Dec-05,ISAAC,17,17,255,231,720525.19
Dec-05,LIVINGSTONE,14,14,290,276,812715.72
Dec-05,LOCKYER VALLEY,18,18,269,269,815306.58
Dec-05,LOGAN,42,41,1862,1821,10330307.52
Dec-05,LONGREACH,6,6,79,79,79918.6
Dec-05,MACKAY,47,45,1377,1312,4754102.91
Dec-05,MARANOA,8,7,127,119,243651.67
Dec-05,MAREEBA,7,7,186,186,507918.8
Dec-05,MCKINLAY,2,2,21,21,
Dec-05,MORETON BAY,65,63,2962,2877,12069847.02
Dec-05,MOUNT ISA,9,9,506,505,1649013.85
Dec-05,MURWEH,8,8,76,76,142577.99
Dec-05,NOOSA,20,20,567,567,2002355.29
Dec-05,NORTH BURNETT,10,10,109,109,234663.74
Dec-05,PAROO,2,2,25,25,
Dec-05,QUILPIE,1,1,6,5,
Dec-05,REDLAND,29,29,1191,1176,4630786.04
Dec-05,RICHMOND,2,1,8,8,
Dec-05,ROCKHAMPTON,40,39,999,966,3520076.93
Dec-05,SCENIC RIM,20,20,222,232,618006.49
Dec-05,SOMERSET,14,12,146,125,363347.67
Dec-05,SOUTH BURNETT,21,21,333,333,989593.44
Dec-05,SOUTHERN DOWNS,22,22,417,407,979478.85
Dec-05,SUNSHINE COAST,77,75,2887,2698,9378044.76
Dec-05,TABLELANDS,8,7,190,141,368850.02
Dec-05,TOOWOOMBA,58,56,1445,1388,4277125.06
Dec-05,TORRES,4,4,83,83,
Dec-05,TOWNSVILLE,50,49,1425,1397,6061686.42
Dec-05,WEIPA,3,3,51,51,
Dec-05,WESTERN DOWNS,25,25,371,364,763729.71
Dec-05,WHITSUNDAY,26,25,494,484,1490845.55
Dec-05,WINTON,4,4,39,39,
Jan-06,BALONNE,7,6,98,79,153981.08
Jan-06,BANANA,12,11,185,179,334289.85
Jan-06,BARCALDINE,3,3,28,28,
Jan-06,BLACKALL TAMBO,3,3,26,26,
Jan-06,BRISBANE,238,231,9024,8701,31403272.2
Jan-06,BUNDABERG,42,41,1071,1048,3375187.42
Jan-06,BURDEKIN,8,8,185,185,471108.41
Jan-06,CAIRNS,43,41,1577,1516,4528714.64
Jan-06,CARPENTARIA,2,2,44,36,
Jan-06,CASSOWARY COAST,17,16,354,344,909832.83
Jan-06,CENTRAL HIGHLANDS,20,20,412,412,1177843.89
Jan-06,CHARTERS TOWERS,10,10,178,178,313479.87
Jan-06,CLONCURRY,6,6,77,77,112396.36
Jan-06,COOK,3,3,25,25,
Jan-06,DOUGLAS,11,11,155,155,454281.34
Jan-06,FLINDERS,2,2,28,28,
Jan-06,FRASER COAST,39,39,1174,1144,3997038.1
Jan-06,GLADSTONE,22,22,566,545,1752249.21
Jan-06,GOLD COAST,134,129,5438,5214,21793118.39
Jan-06,GOONDIWINDI,11,10,187,169,419906.91
Jan-06,GYMPIE,22,20,357,353,915189.17
Jan-06,HINCHINBROOK,8,7,95,83,222364.42
Jan-06,IPSWICH,41,40,1378,1343,4857300.14
Jan-06,ISAAC,17,17,255,231,752872.8
Jan-06,LIVINGSTONE,14,14,290,276,857883.32
Jan-06,LOCKYER VALLEY,18,18,269,269,726701.21
Jan-06,LOGAN,42,41,1862,1821,9595171.22
Jan-06,LONGREACH,6,6,79,79,63339.97
Jan-06,MACKAY,47,45,1377,1313,4580251.56
Jan-06,MARANOA,7,7,119,119,203288.31
Jan-06,MAREEBA,7,7,186,186,435887.25
Jan-06,MCKINLAY,2,2,21,21,
Jan-06,MORETON BAY,65,63,2962,2881,11692046.28
Jan-06,MOUNT ISA,9,9,506,506,1481109.69
Jan-06,MURWEH,8,8,76,76,94428.96
Jan-06,NOOSA,20,20,567,567,2079283.94
Jan-06,NORTH BURNETT,10,10,109,109,188567.12
Jan-06,PAROO,2,2,25,25,
Jan-06,QUILPIE,1,1,6,5,
Jan-06,REDLAND,29,29,1191,1154,4487009.72
Jan-06,RICHMOND,2,1,8,8,
Jan-06,ROCKHAMPTON,40,39,999,978,3148941.03
